"CLIENTNUM","Attrition_Flag","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio"
822898758,"Existing Customer",44,"F",5,"Post-Graduate","Married","Less than $40K","Blue",40,3,3,4,4453,973,3480,0.908,3239,66,0.65,0.219
716559108,"Existing Customer",47,"F",1,"High School","Single","Less than $40K","Blue",36,6,2,3,2899,2418,481,0.575,4296,68,0.838,0.834
719334408,"Existing Customer",42,"F",3,"Post-Graduate","Married","Less than $40K","Blue",36,6,3,1,4959,1483,3476,0.902,4286,71,0.614,0.299
719534058,"Existing Customer",26,"F",0,"Graduate","Unknown","Less than $40K","Blue",14,3,2,1,2163,1942,221,0.582,4380,57,0.781,0.898
709946658,"Existing Customer",49,"F",4,"College","Single","$40K - $60K","Blue",30,5,3,3,2765,1211,1554,0.736,4629,58,0.706,0.438
741116058,"Existing Customer",48,"M",2,"Graduate","Married","$40K - $60K","Blue",41,5,2,4,2582,1399,1183,0.559,2144,42,0.909,0.542
716516208,"Existing Customer",45,"M",4,"Graduate","Married","$80K - $120K","Blue",36,4,2,3,1438.3,0,1438.3,0.674,3748,64,0.829,0
713542008,"Existing Customer",48,"F",3,"High School","Unknown","Less than $40K","Blue",37,1,2,3,1438.3,0,1438.3,0.584,4236,83,0.844,0
708355683,"Existing Customer",46,"F",4,"Graduate","Married","Unknown","Blue",38,3,2,3,16815,0,16815,0.938,2976,65,0.512,0
712431183,"Existing Customer",52,"F",2,"Uneducated","Single","Less than $40K","Blue",37,4,3,1,2164,0,2164,0.688,5282,80,0.818,0
712968708,"Existing Customer",55,"F",1,"High School","Single","$40K - $60K","Blue",47,2,3,1,2343,1780,563,0.792,5167,78,0.773,0.76
806908608,"Existing Customer",46,"F",2,"Unknown","Married","Less than $40K","Blue",41,5,2,3,1438.3,0,1438.3,0.691,3942,78,1.229,0
709108533,"Existing Customer",49,"M",4,"Graduate","Married","$80K - $120K","Blue",29,2,2,3,9959,2216,7743,0.747,15139,90,0.837,0.223
789530208,"Existing Customer",54,"F",2,"Graduate","Married","Less than $40K","Blue",46,6,2,2,2737,2517,220,0.533,1619,37,0.48,0.92
771429408,"Existing Customer",54,"M",1,"High School","Married","$80K - $120K","Blue",42,5,3,2,1618,668,950,0.552,1515,31,0.476,0.413
778755858,"Existing Customer",46,"M",3,"Graduate","Unknown","$80K - $120K","Blue",27,5,1,3,3665,1725,1940,0.495,1881,55,0.618,0.471
715374558,"Existing Customer",26,"M",0,"College","Divorced","Less than $40K","Blue",36,5,2,3,4150,456,3694,1.126,2483,74,0.542,0.11
714002658,"Existing Customer",49,"M",2,"Unknown","Married","$120K +","Blue",34,5,4,2,27732,1623,26109,0.452,1413,31,0.722,0.059
794217108,"Existing Customer",43,"M",2,"College","Single","$120K +","Blue",37,6,3,1,14315,1348,12967,0.681,3694,67,0.718,0.094
819200133,"Existing Customer",44,"M",3,"Graduate","Unknown","$60K - $80K","Blue",39,5,4,3,2991,642,2349,0.76,4646,62,0.55,0.215
796791258,"Existing Customer",50,"M",1,"Uneducated","Married","$120K +","Blue",44,5,2,4,3104,1791,1313,1.048,4006,76,0.81,0.577
716682258,"Existing Customer",52,"M",1,"High School","Divorced","$120K +","Blue",36,4,3,5,31945,1591,30354,0.711,3650,62,0.676,0.05
721258158,"Existing Customer",65,"F",1,"Uneducated","Single","Unknown","Blue",51,3,3,5,11037,1491,9546,0.651,2429,63,0.75,0.135
772118583,"Existing Customer",43,"F",1,"Uneducated","Married","Less than $40K","Blue",32,6,2,2,2667,1590,1077,0.806,4596,85,0.574,0.596
715815783,"Existing Customer",46,"M",3,"Graduate","Married","$60K - $80K","Blue",29,3,2,2,3429,0,3429,0.637,4591,85,0.771,0
715024233,"Existing Customer",53,"M",1,"High School","Married","$120K +","Blue",36,6,3,2,3312,1844,1468,0.986,1740,32,0.882,0.557
714840858,"Existing Customer",40,"F",3,"High School","Unknown","Less than $40K","Blue",31,5,2,4,2222,1551,671,0.932,3302,65,0.585,0.698
717015333,"Existing Customer",52,"M",1,"Unknown","Divorced","$120K +","Blue",41,6,1,2,2717,1953,764,0.809,3974,70,0.556,0.719
710277183,"Existing Customer",34,"F",3,"Uneducated","Single","$40K - $60K","Blue",27,3,2,4,2313,1775,538,0.773,4317,68,0.545,0.767
716961933,"Existing Customer",43,"F",2,"Graduate","Married","Less than $40K","Blue",36,5,2,4,3589,1808,1781,0.75,4262,70,0.667,0.504
714835833,"Existing Customer",43,"M",4,"High School","Divorced","$80K - $120K","Blue",36,3,3,2,34516,1048,33468,0.864,4192,73,0.738,0.03
717331758,"Existing Customer",44,"M",4,"Graduate","Married","$120K +","Blue",32,6,3,4,34516,2517,31999,0.765,4228,83,0.596,0.073
720515883,"Existing Customer",57,"F",1,"Graduate","Married","Less than $40K","Blue",46,4,3,2,3638,0,3638,0.837,16469,115,0.667,0
711757383,"Existing Customer",50,"F",3,"Unknown","Married","Less than $40K","Blue",42,4,1,2,2240,0,2240,0.668,1905,39,0.345,0
711445233,"Existing Customer",42,"F",5,"Uneducated","Single","Less than $40K","Blue",36,6,3,1,1438.3,0,1438.3,0.813,4653,78,0.95,0
787268733,"Existing Customer",52,"F",1,"Graduate","Married","$40K - $60K","Blue",46,5,1,2,2442,1507,935,0.631,4535,85,0.809,0.617
712390683,"Existing Customer",41,"M",2,"Uneducated","Single","$40K - $60K","Blue",27,2,3,1,13409,1255,12154,0.742,15573,99,0.768,0.094
708968733,"Existing Customer",47,"M",3,"Uneducated","Married","$80K - $120K","Blue",38,1,3,2,31987,0,31987,0.814,7926,83,0.537,0
716079708,"Existing Customer",46,"F",3,"College","Single","Less than $40K","Blue",36,5,2,2,2503,2373,130,0.697,4647,65,0.806,0.948
715132758,"Existing Customer",52,"F",2,"College","Divorced","$40K - $60K","Gold",43,2,2,3,23981,2114,21867,0.721,15281,100,0.724,0.088
772339383,"Existing Customer",54,"M",3,"Post-Graduate","Single","$40K - $60K","Blue",44,2,5,3,4216,1290,2926,0.86,13787,121,0.571,0.306
719184783,"Existing Customer",51,"F",1,"Graduate","Single","Unknown","Blue",41,3,2,2,9352,1429,7923,0.728,3536,71,0.69,0.153
788813658,"Existing Customer",62,"F",0,"Graduate","Single","Unknown","Blue",45,2,2,3,10503,0,10503,0.886,4755,88,0.725,0
772643058,"Existing Customer",58,"F",3,"Graduate","Married","Less than $40K","Blue",48,6,2,3,2800,1834,966,0.615,1571,36,0.636,0.655
788694558,"Existing Customer",53,"F",3,"Uneducated","Single","Less than $40K","Blue",40,5,2,3,1438.3,661,777.3,0.573,4463,87,0.812,0.46
716013858,"Existing Customer",53,"M",0,"Graduate","Single","$80K - $120K","Blue",34,3,1,4,20231,1434,18797,0.543,5002,78,0.66,0.071
717130383,"Existing Customer",50,"M",0,"Uneducated","Married","$60K - $80K","Blue",36,4,3,3,2334,707,1627,0.561,1386,30,0.5,0.303
714885258,"Existing Customer",44,"M",4,"Unknown","Unknown","$80K - $120K","Blue",37,5,1,2,4234,972,3262,1.707,1348,27,1.7,0.23
715339758,"Existing Customer",64,"F",1,"High School","Divorced","Unknown","Blue",36,3,3,1,18038,1184,16854,0.827,4168,64,0.6,0.066
778523733,"Existing Customer",38,"M",3,"Graduate","Single","$80K - $120K","Blue",31,6,1,2,13637,0,13637,0.566,3625,73,0.659,0
759947433,"Existing Customer",53,"M",3,"Graduate","Married","$120K +","Blue",46,1,2,2,13670,0,13670,0.819,4812,81,0.653,0
824165658,"Existing Customer",38,"M",2,"Unknown","Married","$80K - $120K","Blue",34,4,1,3,19259,2266,16993,0.92,1388,27,0.929,0.118
718088133,"Existing Customer",40,"F",3,"Unknown","Divorced","Less than $40K","Blue",36,6,1,0,2348,1061,1287,1.062,1901,27,1.25,0.452
789987183,"Existing Customer",53,"M",2,"College","Married","$80K - $120K","Blue",45,4,4,4,21953,1311,20642,0.443,1413,37,0.37,0.06
714318033,"Existing Customer",50,"M",4,"Unknown","Married","$60K - $80K","Blue",36,5,1,4,10226,1638,8588,1.053,3321,57,1.036,0.16
715964058,"Existing Customer",39,"F",1,"High School","Single","Less than $40K","Blue",31,5,2,1,1862,726,1136,0.63,5105,79,1.026,0.39
719549508,"Existing Customer",49,"F",4,"Graduate","Single","Less than $40K","Blue",40,4,2,2,2712,1686,1026,0.791,4678,74,0.644,0.622
713081583,"Existing Customer",51,"F",4,"Unknown","Married","Less than $40K","Blue",32,2,2,3,2350,1272,1078,0.873,4647,86,0.911,0.541
789186858,"Existing Customer",52,"M",2,"Graduate","Married","$80K - $120K","Blue",41,2,5,1,33256,928,32328,0.694,7796,97,0.59,0.028
709418508,"Existing Customer",45,"M",2,"Graduate","Married","$60K - $80K","Blue",35,1,2,3,7653,1693,5960,0.683,7508,93,0.576,0.221
711089733,"Existing Customer",50,"F",2,"College","Divorced","Less than $40K","Blue",36,3,3,0,1491,0,1491,0.876,1058,34,0.889,0
787489083,"Existing Customer",55,"M",4,"Post-Graduate","Married","$80K - $120K","Blue",43,6,2,4,21351,2517,18834,0.818,1887,32,0.882,0.118
785106933,"Existing Customer",51,"F",1,"Unknown","Single","Unknown","Blue",45,2,2,3,6519,2178,4341,0.739,4505,71,0.732,0.334
718225683,"Existing Customer",56,"M",1,"Graduate","Single","$80K - $120K","Silver",49,5,2,2,34516,1091,33425,0.64,15274,108,0.714,0.032
771698658,"Existing Customer",44,"M",5,"Graduate","Married","$60K - $80K","Blue",32,4,5,3,11376,2006,9370,0.619,1302,27,0.8,0.176
709757583,"Existing Customer",35,"M",0,"Unknown","Married","$120K +","Blue",36,5,2,1,3176,1510,1666,0.885,2074,48,0.92,0.475
714457083,"Existing Customer",52,"F",2,"High School","Married","Unknown","Blue",44,6,3,2,3456,2219,1237,0.636,1332,24,0.5,0.642
720348933,"Existing Customer",44,"M",3,"Graduate","Single","$60K - $80K","Blue",31,4,3,4,12871,758,12113,0.778,3060,60,1.069,0.059
825743583,"Existing Customer",39,"F",2,"Graduate","Single","Unknown","Silver",35,1,3,3,32089,1971,30118,0.671,13796,121,0.833,0.061
768212583,"Existing Customer",49,"M",2,"Graduate","Married","$60K - $80K","Blue",43,4,4,4,15377,1516,13861,0.627,1848,49,1.042,0.099
708224133,"Existing Customer",61,"M",0,"Uneducated","Single","$40K - $60K","Blue",49,1,2,3,2228,1480,748,0.533,4431,71,0.651,0.664
713539833,"Existing Customer",48,"F",4,"High School","Single","$40K - $60K","Blue",38,6,1,3,8135,0,8135,1.373,1716,29,0.812,0
711784908,"Existing Customer",46,"F",4,"High School","Single","Less than $40K","Blue",34,5,5,2,3322,2517,805,0.789,3913,86,0.911,0.758
715412583,"Existing Customer",51,"M",3,"Post-Graduate","Married","$40K - $60K","Blue",36,6,1,4,7925,1445,6480,0.75,3815,65,0.806,0.182
710563458,"Existing Customer",43,"F",1,"Graduate","Divorced","Unknown","Blue",30,5,3,3,9535,660,8875,0.944,4210,81,0.723,0.069
799224108,"Existing Customer",46,"F",4,"Graduate","Single","Less than $40K","Blue",40,5,1,2,6265,1942,4323,1.027,1715,43,0.87,0.31
778573233,"Existing Customer",61,"F",1,"Graduate","Married","Less than $40K","Blue",54,3,2,2,3102,2091,1011,0.704,1977,50,1,0.674
718759833,"Existing Customer",44,"F",2,"Uneducated","Married","Unknown","Silver",35,4,3,2,32643,0,32643,1.3,1058,24,2.429,0
789698733,"Existing Customer",40,"F",4,"Uneducated","Married","Less than $40K","Blue",27,5,3,1,4788,1088,3700,0.808,4438,78,0.95,0.227
789953733,"Existing Customer",46,"F",3,"Graduate","Married","Less than $40K","Blue",37,5,1,3,2470,1961,509,0.802,4519,78,0.733,0.794
812222208,"Existing Customer",54,"F",3,"Uneducated","Single","Unknown","Blue",49,6,4,3,9733,863,8870,0.892,5228,71,0.543,0.089
710515308,"Existing Customer",42,"F",1,"Graduate","Single","Less than $40K","Blue",36,4,3,1,3595,1904,1691,0.891,5025,84,0.647,0.53
711909933,"Existing Customer",54,"M",4,"Unknown","Married","$80K - $120K","Blue",42,3,3,1,1621,618,1003,0.846,4815,83,1.024,0.381
740852733,"Existing Customer",49,"M",3,"High School","Married","$80K - $120K","Blue",42,4,1,2,10155,1805,8350,0.673,1685,49,0.815,0.178
716911608,"Existing Customer",48,"M",4,"Graduate","Single","$80K - $120K","Blue",36,4,1,4,1536,1017,519,0.589,3816,71,0.449,0.662
716742483,"Existing Customer",38,"F",1,"Graduate","Single","Less than $40K","Blue",29,2,3,3,7504,1134,6370,0.67,7525,100,0.449,0.151
714311583,"Existing Customer",46,"F",4,"Graduate","Single","Unknown","Blue",36,4,3,2,17023,1084,15939,0.928,1610,43,0.387,0.064
719130558,"Existing Customer",55,"F",2,"Uneducated","Married","Less than $40K","Blue",44,5,2,3,1669,1000,669,0.717,4085,69,0.971,0.599
710023233,"Existing Customer",36,"M",3,"Graduate","Single","$120K +","Blue",36,6,2,4,24457,1300,23157,0.914,2739,65,0.912,0.053
713956308,"Existing Customer",65,"F",0,"Graduate","Married","Less than $40K","Blue",49,4,2,2,3297,2297,1000,0.744,1894,56,0.556,0.697
710955633,"Existing Customer",54,"F",3,"Doctorate","Single","Less than $40K","Blue",42,6,1,0,9256,1999,7257,0.812,1446,37,0.762,0.216
721005108,"Existing Customer",41,"M",0,"College","Married","$40K - $60K","Blue",29,3,2,2,6991,1384,5607,0.66,14994,104,0.733,0.198
713726958,"Attrited Customer",40,"F",3,"Doctorate","Married","Less than $40K","Blue",21,5,2,2,1728,0,1728,0.41,2191,38,0.357,0
716329383,"Attrited Customer",46,"F",3,"Graduate","Single","Less than $40K","Blue",36,4,2,3,3138,986,2152,1.002,4724,56,0.806,0.314
713632983,"Attrited Customer",43,"M",4,"High School","Married","$80K - $120K","Blue",35,2,3,2,10588,503,10085,0.918,7886,70,0.75,0.048
710047533,"Attrited Customer",51,"M",3,"Graduate","Single","$80K - $120K","Gold",36,4,3,3,34516,2201,32315,0.978,8614,63,0.75,0.064
712563408,"Attrited Customer",33,"M",2,"Uneducated","Single","$40K - $60K","Blue",18,1,1,6,5600,2517,3083,0.628,2296,46,0.586,0.449
767294658,"Attrited Customer",56,"M",2,"College","Single","$120K +","Blue",50,2,2,3,16867,0,16867,0.885,654,14,0.4,0
715306983,"Attrited Customer",42,"M",5,"High School","Married","$60K - $80K","Blue",36,1,2,3,1866,0,1866,0.798,2833,42,0.355,0
772150983,"Attrited Customer",48,"F",3,"High School","Unknown","Less than $40K","Blue",37,4,2,1,2363,978,1385,0.662,2635,40,0.538,0.414
712125258,"Attrited Customer",46,"M",4,"High School","Married","$120K +","Blue",30,3,3,3,2442,0,2442,0.98,701,19,0.727,0
710081208,"Attrited Customer",52,"M",2,"College","Single","$120K +","Blue",32,4,3,1,4935,0,4935,0.713,7886,64,0.882,0
713748708,"Attrited Customer",46,"F",3,"Graduate","Single","Less than $40K","Blue",37,1,2,4,1438.3,0,1438.3,0.35,1757,44,0.467,0
713920158,"Attrited Customer",41,"F",3,"Uneducated","Unknown","Unknown","Blue",36,2,3,1,13733,0,13733,0.325,1591,30,0.875,0
715487733,"Attrited Customer",44,"F",4,"Graduate","Married","$40K - $60K","Blue",36,6,3,3,1452,0,1452,0.553,2287,42,0.5,0
780292683,"Attrited Customer",55,"M",1,"Uneducated","Single","$120K +","Blue",41,3,4,4,24542,2354,22188,0.314,984,24,0.263,0.096
718577958,"Attrited Customer",39,"M",2,"Uneducated","Married","$120K +","Blue",26,2,3,4,8906,0,8906,0.315,809,15,0.25,0
717529233,"Attrited Customer",40,"F",3,"Graduate","Single","Less than $40K","Blue",30,4,3,2,3319,0,3319,0.262,4840,44,0.375,0
716564433,"Attrited Customer",53,"F",1,"Graduate","Single","Less than $40K","Blue",36,3,2,4,4287,0,4287,0.294,1635,41,0.242,0
720401658,"Attrited Customer",53,"F",3,"Graduate","Single","Less than $40K","Blue",34,5,3,5,1438.3,1030,408.3,0.609,1985,38,0.407,0.716
714319233,"Attrited Customer",44,"M",5,"Graduate","Divorced","$60K - $80K","Blue",36,3,3,6,6538,0,6538,0.556,2132,33,0.571,0
719176308,"Attrited Customer",43,"M",3,"College","Divorced","$80K - $120K","Blue",32,6,3,2,7278,0,7278,0.618,2120,43,0.593,0
719577258,"Attrited Customer",43,"F",2,"Uneducated","Divorced","Less than $40K","Blue",30,3,3,4,6811,0,6811,0.677,1937,39,0.56,0
719325783,"Attrited Customer",65,"M",2,"Unknown","Single","Less than $40K","Blue",36,4,2,3,2954,2517,437,0.619,1909,28,0.474,0.852
820047858,"Attrited Customer",44,"F",4,"Graduate","Unknown","Less than $40K","Blue",39,1,4,2,3017,1868,1149,0.722,2096,50,0.471,0.619
712783083,"Attrited Customer",48,"F",4,"High School","Married","Less than $40K","Blue",37,1,2,3,3607,0,3607,0.504,2013,35,0.458,0
820282383,"Attrited Customer",45,"F",2,"Graduate","Married","Less than $40K","Blue",40,6,3,3,5848,2517,3331,0.561,2000,32,0.28,0.43
710524533,"Attrited Customer",38,"F",4,"College","Married","$40K - $60K","Blue",36,4,4,4,4913,2517,2396,0.348,899,28,0.273,0.512
815353083,"Attrited Customer",44,"M",1,"College","Divorced","$80K - $120K","Silver",39,2,3,2,34516,2361,32155,0.529,1853,36,0.385,0.068
719318583,"Attrited Customer",37,"M",3,"High School","Married","Less than $40K","Blue",26,3,3,4,6866,2389,4477,0.395,862,13,0.182,0.348
708633783,"Attrited Customer",43,"M",3,"Uneducated","Single","$80K - $120K","Blue",30,3,2,4,11336,0,11336,0.691,1809,39,0.345,0
711801933,"Attrited Customer",54,"F",4,"High School","Single","$40K - $60K","Blue",36,3,3,4,1438.3,0,1438.3,0.641,2092,42,0.68,0
709278258,"Attrited Customer",54,"M",2,"Unknown","Married","$40K - $60K","Blue",44,4,3,2,2902,2517,385,0.821,996,26,0.444,0.867
770024733,"Attrited Customer",53,"F",2,"Uneducated","Single","$40K - $60K","Blue",47,1,2,3,1699,0,1699,0.602,2520,49,0.531,0
713526258,"Attrited Customer",47,"M",3,"Uneducated","Single","$120K +","Blue",36,3,3,4,34516,0,34516,0.517,2020,33,0.375,0
709213458,"Attrited Customer",42,"M",3,"High School","Married","$80K - $120K","Blue",36,1,3,2,22993,0,22993,1.004,7867,75,0.786,0
712441308,"Attrited Customer",41,"F",4,"Unknown","Single","Unknown","Blue",25,2,2,3,29295,0,29295,1.411,9865,65,0.711,0
708266883,"Attrited Customer",34,"F",2,"Graduate","Single","Less than $40K","Blue",36,1,2,3,1666,0,1666,0.713,2312,35,0.25,0
816600933,"Attrited Customer",56,"M",0,"College","Married","$80K - $120K","Blue",51,3,2,3,14501,0,14501,0.854,1031,25,0.389,0
713857758,"Attrited Customer",53,"F",1,"Graduate","Married","Unknown","Blue",36,6,3,1,5842,198,5644,0.396,1828,44,0.517,0.034
709460883,"Attrited Customer",38,"F",2,"Doctorate","Married","Less than $40K","Blue",28,5,2,4,1614,0,1614,0.609,2437,46,0.438,0
712450008,"Attrited Customer",50,"F",2,"Post-Graduate","Married","Unknown","Blue",36,5,2,4,4045,0,4045,0.66,2438,41,0.464,0
716751858,"Attrited Customer",34,"F",1,"Unknown","Married","Less than $40K","Blue",36,2,3,3,2401,496,1905,0.647,2597,40,0.379,0.207
711460458,"Attrited Customer",44,"M",1,"Uneducated","Married","$40K - $60K","Blue",34,5,2,3,10973,0,10973,0.792,10583,75,0.786,0
713096583,"Attrited Customer",40,"F",1,"High School","Single","Less than $40K","Blue",36,4,3,2,1438.3,544,894.3,0.543,2294,40,0.739,0.378
716924958,"Attrited Customer",65,"F",2,"Graduate","Single","Less than $40K","Blue",56,3,0,3,6812,1926,4886,0.735,2288,48,0.778,0.283
714757083,"Attrited Customer",44,"M",4,"Uneducated","Married","$60K - $80K","Silver",37,1,2,2,29076,0,29076,0.77,8765,84,1.211,0
713826183,"Attrited Customer",41,"M",3,"High School","Unknown","$40K - $60K","Blue",33,4,3,4,1639,0,1639,0.481,2242,44,0.571,0
814765533,"Attrited Customer",44,"F",4,"High School","Single","$40K - $60K","Blue",39,4,3,3,10587,2517,8070,1.052,2971,54,0.742,0.238
788941983,"Attrited Customer",36,"F",3,"Graduate","Single","$40K - $60K","Blue",22,1,3,1,2013,0,2013,0.602,2425,50,0.923,0
710785383,"Attrited Customer",49,"F",2,"Graduate","Married","Less than $40K","Blue",39,3,3,1,2212,0,2212,0.942,2394,55,0.897,0
768162108,"Attrited Customer",49,"M",3,"College","Married","$120K +","Blue",43,5,3,3,4781,0,4781,0.788,2451,50,0.667,0
720950283,"Attrited Customer",47,"M",3,"High School","Married","$80K - $120K","Blue",34,3,3,3,21359,0,21359,0.551,2064,63,0.853,0
720867708,"Attrited Customer",45,"F",4,"Graduate","Unknown","Less than $40K","Blue",33,1,3,2,1748,1103,645,0.739,2335,41,0.708,0.631
789963033,"Attrited Customer",54,"F",1,"Graduate","Single","Less than $40K","Blue",45,3,5,5,1438.3,0,1438.3,0.647,1603,39,0.444,0
718673358,"Attrited Customer",35,"M",3,"Doctorate","Married","$80K - $120K","Blue",30,5,3,4,13590,1528,12062,0.728,2137,52,0.486,0.112
714751158,"Attrited Customer",49,"M",2,"High School","Divorced","$80K - $120K","Blue",36,4,2,4,34516,2517,31999,0.376,1789,48,0.455,0.073
713281833,"Attrited Customer",37,"M",3,"Unknown","Single","$40K - $60K","Blue",29,6,2,3,13589,2517,11072,0.941,9456,79,1.026,0.185
713639058,"Attrited Customer",49,"M",3,"High School","Married","$60K - $80K","Blue",34,6,3,3,1511,0,1511,0.432,1329,35,0.591,0
720997383,"Attrited Customer",52,"M",1,"Uneducated","Married","$80K - $120K","Blue",36,2,3,3,1857,1833,24,0.723,829,17,0.7,0.987
713334483,"Attrited Customer",46,"M",1,"Post-Graduate","Single","$60K - $80K","Blue",32,5,2,3,8766,0,8766,0.702,2263,35,0.522,0
717450633,"Attrited Customer",47,"M",3,"Uneducated","Single","$60K - $80K","Blue",36,3,2,4,1659,1544,115,0.408,1920,39,0.345,0.931
712747758,"Attrited Customer",50,"F",4,"Uneducated","Single","Less than $40K","Blue",36,2,2,3,2477,0,2477,0.445,2037,43,0.387,0
795599883,"Attrited Customer",57,"F",2,"Uneducated","Married","Unknown","Blue",51,3,6,2,2404,284,2120,0.866,2511,51,0.5,0.118
721460283,"Attrited Customer",49,"F",3,"Post-Graduate","Single","Less than $40K","Blue",35,5,1,2,2214,915,1299,0.533,2144,51,0.545,0.413
715014633,"Attrited Customer",32,"F",0,"Uneducated","Married","Unknown","Blue",36,6,3,2,8791,0,8791,0.894,2579,51,0.594,0
780032208,"Attrited Customer",44,"M",3,"Graduate","Married","$60K - $80K","Blue",34,5,3,3,14201,0,14201,0.574,2223,47,0.679,0
711671058,"Attrited Customer",48,"F",1,"Uneducated","Married","Unknown","Blue",38,5,2,2,1438.3,0,1438.3,0.574,2171,38,0.462,0
809849358,"Attrited Customer",55,"F",2,"Graduate","Divorced","Less than $40K","Blue",50,2,6,3,1720,0,1720,0.707,2719,36,0.44,0
710754933,"Attrited Customer",61,"F",0,"Graduate","Married","Less than $40K","Blue",49,6,2,3,1438.3,0,1438.3,0.94,840,20,0.818,0
709548783,"Attrited Customer",44,"M",2,"Doctorate","Unknown","$40K - $60K","Blue",36,5,3,4,1438.3,0,1438.3,0.602,2100,54,0.588,0
720512433,"Attrited Customer",56,"M",1,"Uneducated","Single","$60K - $80K","Blue",36,6,4,3,15219,2281,12938,0.832,7625,78,0.95,0.15
714031083,"Attrited Customer",46,"F",3,"Graduate","Unknown","Unknown","Blue",30,3,2,1,8869,0,8869,0.413,1935,40,0.429,0
708319908,"Attrited Customer",37,"M",3,"Graduate","Single","$80K - $120K","Blue",17,1,1,2,4116,1473,2643,1.023,8667,70,0.892,0.358
716024808,"Attrited Customer",57,"M",1,"Graduate","Married","$80K - $120K","Blue",36,3,3,3,4829,2418,2411,0.601,938,21,0.4,0.501
779310033,"Attrited Customer",42,"F",4,"Doctorate","Married","Less than $40K","Blue",24,3,2,3,4304,0,4304,0.183,1788,36,0.091,0
714962658,"Attrited Customer",35,"M",2,"Unknown","Single","Less than $40K","Blue",36,5,3,3,1931,0,1931,0.862,2482,40,0.6,0
718045008,"Attrited Customer",31,"M",0,"Post-Graduate","Married","Less than $40K","Blue",21,1,2,2,3768,0,3768,0.799,6639,71,1.152,0
719084358,"Attrited Customer",55,"F",1,"Graduate","Married","Less than $40K","Blue",46,6,4,3,4232,0,4232,0.878,2312,37,0.609,0
779333883,"Attrited Customer",51,"F",3,"Uneducated","Married","Less than $40K","Blue",33,3,3,3,7428,0,7428,0.873,8078,62,0.722,0
713514633,"Attrited Customer",59,"M",2,"Graduate","Single","$60K - $80K","Blue",50,2,4,2,6224,0,6224,0.801,8291,69,1.029,0
717898758,"Attrited Customer",55,"F",2,"Graduate","Married","Less than $40K","Silver",45,6,3,3,12207,0,12207,0.319,5838,74,1.056,0
709232808,"Attrited Customer",44,"F",3,"Unknown","Divorced","$40K - $60K","Blue",34,2,3,2,1689,0,1689,0.202,1588,37,0.276,0
716668308,"Attrited Customer",39,"F",4,"High School","Single","Unknown","Blue",36,3,2,4,12405,0,12405,0.949,3151,39,0.444,0
769438608,"Attrited Customer",48,"F",1,"Graduate","Married","Less than $40K","Blue",42,3,3,2,1942,860,1082,0.708,2522,42,0.312,0.443
710500983,"Attrited Customer",43,"M",2,"College","Single","$80K - $120K","Blue",34,2,4,3,4617,1035,3582,0.36,1779,35,0.591,0.224
717252483,"Attrited Customer",57,"F",2,"Graduate","Married","Less than $40K","Blue",41,3,3,3,2796,0,2796,0.729,2196,35,0.75,0
713555133,"Attrited Customer",56,"F",3,"High School","Unknown","Less than $40K","Blue",44,4,3,2,1667,595,1072,0.63,2424,40,0.481,0.357
718812708,"Attrited Customer",57,"M",2,"Graduate","Single","$120K +","Blue",44,5,3,4,34516,219,34297,0.482,1882,48,0.714,0.006
758583708,"Attrited Customer",37,"F",3,"Graduate","Single","Less than $40K","Blue",24,2,1,4,2802,2460,342,1.029,1406,28,0.077,0.878
710899833,"Attrited Customer",36,"M",2,"Graduate","Married","$40K - $60K","Blue",18,3,1,3,7758,1408,6350,0.365,569,23,0.643,0.181
812420358,"Attrited Customer",61,"F",0,"Graduate","Married","Less than $40K","Blue",56,3,3,3,2122,554,1568,0.857,949,17,0.133,0.261
716238483,"Attrited Customer",59,"M",0,"College","Married","$80K - $120K","Blue",50,3,2,3,12918,2352,10566,1.008,9138,76,0.9,0.182
787921383,"Attrited Customer",53,"M",0,"High School","Single","$120K +","Silver",44,2,4,4,34516,2297,32219,0.416,1461,43,0.536,0.067
717748608,"Attrited Customer",35,"F",4,"High School","Married","Less than $40K","Blue",24,3,2,4,1555,872,683,0.772,2252,51,0.645,0.561
716717733,"Attrited Customer",55,"F",3,"Uneducated","Single","Less than $40K","Blue",47,2,5,4,4841,859,3982,1.003,8918,87,0.977,0.177
716260833,"Attrited Customer",56,"F",5,"Unknown","Single","Less than $40K","Blue",36,6,3,5,4668,2517,2151,1.062,8331,63,0.853,0.539
709729533,"Attrited Customer",47,"M",3,"Uneducated","Single","$40K - $60K","Blue",39,4,3,1,1809,457,1352,0.703,2169,49,0.485,0.253
709536483,"Attrited Customer",57,"M",3,"Graduate","Married","$60K - $80K","Blue",49,5,0,3,8701,215,8486,0.527,1999,41,0.414,0.025
769667583,"Attrited Customer",34,"M",3,"Post-Graduate","Single","$40K - $60K","Blue",28,2,3,2,3744,0,3744,0.796,8202,69,0.769,0
